;ID;positveSentimentScore;negativeSentimentScore;sentimentScore;text
204;8.24E+22;4;-1;1;Sehr guter Vorschlag von @sigmargabriel für #Kanzlerkandidatur und #Parteivorsitz @spdde : @MartinSchulz <f0><U+009F><U+0091><U+008D> Respekt @sigmargabriel !!!
205;8.24E+22;4;-1;1;Respekt für @sigmargabriel, Glück auf für @martinschulz!
206;8.24E+22;4;-1;;Hurra! Schulz!
207;8.24E+22;4;-1;;Sigmar Gabriel hat mit seiner Entscheidung, nicht Kanzlerkandidat der SPD sein Format als Politiker unter Beweis gestellt. Hochachtung!
208;8.24E+22;4;-1;;Möge die Macht mit ihm sein! @MartinSchulz 
209;8.24E+22;4;-1;;Möge die Macht mit ihm sein! @MartinSchulz 
210;8.24E+22;4;-1;1;Respekt für Sigmar #Gabriel - Martin #Schulz wird ein hervorragender Kanzlerkandidat!
211;8.24E+22;4;-1;;Respekt @sigmargabriel! Ich freue mich jetzt schon darauf, wenn er erstmals auf den #Donald trifft.
212;8.24E+22;4;-1;1;@ralf_stegner Sehr guter Auftritt im „Brennpunkt“ zur K-Frage: Klar, souverän, überzeugend, Glückwunsch und weiter so!
213;8.24E+22;4;-1;;Schön und lecker wars bei Euch <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> 
214;8.24E+21;4;-1;1;Klar geht #r2g mit @MartinSchulz wie mit @sigmargabriel . Einfach mal RESPEKT! @denkfabrik_SPD
215;8.24E+22;4;-1;1;Die @spdde geht mit einer hervorragenden Bilanz und sehr guten Perspektiven selbstbewusst in den Wahlkampf! @sigmargabriel @MartinSchulz
216;8.24E+22;4;-1;1;Ich freue mich auf einen leidenschaftlichen Wahlkampf! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> 
217;8.24E+22;4;-1;;.@bmub ist gegen #Genmais-Zulassungen. Stimmen auch Sie morgen im Bundestag dagegen, liebe @spdbt-KollegInnen! 
218;8.24E+22;4;-1;1;Oh wow! Großartig! 
219;8.24E+22;4;-1;1;@Philipp_Gruen Danke :-) und gute Besserung!
220;8.24E+22;4;-1;1;@UweSchummer Sehr gut! Zahlen lassen kalt, Namen nicht. Danke! Schöne Nachricht gegen Rechts.
221;8.25E+20;4;-1;;Freue mich auf meine Rede zu Sportlärm - haben eine sehr gute Regelung für die Sportvereine gefunden! 
222;8.25E+22;4;-1;;Letzte Rede als Wirtschaftsminister. Haben viel erreicht. Danke @bmwi_bund - und Lammert für freundliche Worte! &gt
223;8.25E+22;4;-1;;Letzte Rede als Wirtschaftsminister. Haben viel erreicht. Danke @bmwi_bund - und Lammert für freundliche Worte! &gt
224;8.25E+22;4;-1;;@rope_94 @FreeInterrail  Mir geht's vor allem um leben, studieren und arbeiten im Ausland. #ErasmusPlus und da super!
225;8.25E+22;4;-1;;Hurra!  ‚Gorch Fock‘ soll nach Grundsanierung weitersegeln 
226;8.25E+22;4;-1;;#Kinderlärm ist Zukunftsmusik sehr schön @michaelaengel <f0><U+009F><U+0098><U+0080> #Bundestag
227;8.25E+22;4;-1;;@Connylue <f0><U+009F><U+0098><U+0098>Wünsche euch einen politischen und schönen Abend und gute Gespräche!
228;8.25E+22;4;-1;;#ErikaSteinbach - sind ja besonders nette Stammkarten! 
229;8.25E+22;4;-1;;super auf den Punkt gebracht @kreuzer_leipzig ! #platznehmen #nolegida 
230;8.25E+22;4;-1;;Ich bin nicht dafür verantwortlich, was geschehen ist. Ich bin dafür verantwortlich, dass es nie wieder geschieht. 
231;8.25E+21;4;-1;;Super-Außenminister - good luck in Bellevue! 
232;8.25E+22;4;-1;;Die CDU will das nicht, sie kann das nicht. Wir machen das, liebe Genossinnen und Genossen! Ralf Stegner
233;8.25E+22;4;-1;;@norman76le Habe ich in der Tat schon mal ins Auge gefasst. Schön, dass wir einen sächsischen Bundesligisten haben, der so fliegt!
234;8.25E+22;4;-1;;Lieben Dank! 
235;8.25E+22;4;-1;1;Heute Abend dann die 3. Veranstaltung in Bayern. Es war wieder toll. Respekt an die Bayern! 
236;8.25E+22;4;-1;1;Vielen Dank für die zahlreichen Glückwünsche.Guter Landesvorstand gewählt. Parteitag zeigt geschlossene , entschlossene und fröhliche SPD!
237;8.25E+22;4;-1;;Lieben Dank! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> 
238;8.25E+22;4;-1;;Guten Morgen aus #Nordhessen! Ein schönes #Wochenende! 
239;8.25E+22;4;-1;;@CDA_Willich @msms111 @BJschke @UweSchummer Glück auf! Und bringt Guido endlich zu Twitter!
240;8.25E+22;4;-1;;Oha! Sehr gut! 
241;8.25E+22;4;-1;;Malu Dreyer berichtet uns über den erfolgreichen Wahlkampf der SPD Rheinland-Pfalz! #WirMachenDas 
242;8.26E+21;4;-1;;@BetterCallAxel @MartinSchulz @spdde Danke, wird ein schöner Tag!
243;8.26E+22;4;-1;;@CDUKoelnDeutz @CDUFraktionK @SerapGueler @KarstenMoering @OKehrl @ManderlaGisela Einen schönen Sonntag!
244;8.26E+22;4;-1;1;Super! Einstimmige Nominierung von @MartinSchulz zum SPD-Vorsitzenden und Kanzler im @spdde Parteivorstand <f0><U+009F><U+008C><U+00B9><f0><U+009F><U+008C><U+00B9><f0><U+009F><U+008C><U+00B9>#ZeitfürMartin
245;8.26E+22;4;-1;;@michaelaengel super Rede, Martin Schulz!<f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>
246;8.26E+21;4;-1;;Ich bin auch sehr dankbar! Wir freuen uns auf Sie, Herr Schulz. Sie sind unser bestes Pferd im Stall. 
247;8.26E+22;4;-1;1;Schön wars wieder! Danke für die Organisation! 
248;8.26E+22;4;-1;;Ich bin echt stolz auf meine Partei. Meine SPD. #martinschulz #spdde
249;8.26E+22;4;-1;;Langsam ist meine kommunalpolitische Gelassenheit am Ende! Lächeln und neue Halb/Unwahrheiten produzieren!! 
250;8.26E+22;4;-1;;@Juliane_Seifert gutes gelingen heute!
251;8.26E+22;4;-1;;#Vorsicht liebe Baden-Württemberger! Amtliche Warnung vor #Glätte und #Sturm. Aktuelle Warnungen gibt's über  #NINA. 
252;8.26E+22;4;-1;;Was für ein aufregender Sonntag: Unsere Twitter-Moments zu #ZeitfuerMartin! &gt
253;8.26E+22;4;-1;;Super Veranstaltung heute Abend mit @BeateWaRo und ganz vielen klugen #Flüchtlingshelfern aus der ganzen Region - sehr lebendige Diskussion!
254;8.26E+22;4;-1;;Schönen Dienstag - macht was draus!
255;8.26E+22;4;-1;1;Ein sehr erfolgreicher Abend für unsere Gemeinde Lauchringen. Über 180 interessierte Bürgerinnen und Bürger kamen... 
256;8.26E+22;4;-1;;Vorstand des Kreisseniorenbeirates für die neunte Amtsperiode erfolgreich neu gewählt! 
257;8.26E+22;4;-1;;Der Mitsing-Abend klingt immer noch nach: Hier der sehr schöne Artikel aus der Nürtinger Zeitung zum... 
258;8.27E+22;4;-1;;Genossen unter sich! @jensspahn  
259;8.27E+22;4;-1;;War wirklich interessant! 
260;8.27E+22;4;-1;;2016 sehr erfolgreiches Förderjahr: KfW-Fördervolumen steigt auf 81 Mrd. Euro (+2%) #JAPK
261;8.27E+22;4;-1;;#MartinSchulz ist seit einer Woche als Kanzlerkandidatder #SPD nominiert und jetzt 5% plus in den Umfragen - super!!
262;8.27E+22;4;-1;;@MBMarcusBrumme und sehr sympathisch... @CUGermanSociety
263;8.27E+22;4;-1;;Gestern Nachmittag hatten wir unsere erste Bürgersprechstunde im Abgeordnetenhaus. Dabei sind sehr interessante Gespräche herausgekommen!
264;8.27E+22;4;-1;;Jetzt mit nagelneuer Twitter-Adresse @bzfe_de    happy following! 
265;8.27E+22;4;-1;;Respekt für eine junge Rechtsanwaltsanfängerin irgendwo in Paderborn! So geht Hoffnung.  
266;8.27E+22;4;-1;;Schöner Bericht über die letzte Fete im Fuchsbau! Kowelenz olau 
267;8.27E+22;4;-1;;@MartinSchulz darf stolz auf seine Biografie sein! Richtig!  @nordbayern @manuel_kugler
268;8.27E+22;4;-1;1;91 Jahre! Herzlichen Glückwunsch, lieber Hans-Jochen Vogel! Wir wünschen Dir ein schönes Fest! 
269;8.27E+22;4;-1;1;Ich freue mich sehr, dass mein Einsatz für Frauen erfolgreich war! 
270;8.28E+22;4;-1;;Respekt für Florian Pronold, ein gutes Händchen für Natascha Kohnen! #BayernSPD
271;8.28E+22;4;-1;;91 Jahre! Herzlichen Glückwunsch, lieber Hans-Jochen Vogel! Wir wünschen Dir ein schönes Fest! 
272;8.28E+21;4;-1;;Mein Vater stammte aus dem Saarland, er war dort Bergmann. Ehrensache, dass ich die SPD hier heute auf ihrem Parteitag besuche. Glück auf!
273;8.28E+22;4;-1;;91 Jahre! Herzlichen Glückwunsch, lieber Hans-Jochen Vogel! Wir wünschen Dir ein schönes Fest! 
274;8.28E+22;4;-1;;Ein schöner Abend! Großer Dank an euch!<ed><U+00A0><U+00BC><ed><U+00BE><U+0088><ed><U+00A0><U+00BC><ed><U+00BE><U+0088><ed><U+00A0><U+00BC><ed><U+00BE><U+0088><ed><U+00A0><U+00BC><ed><U+00BE><U+0088> 
275;8.28E+22;4;-1;;Wirtschaft ist nur erfolgreich in einer funktionierenden Gesellschaft - daran sollten manche denken! 
276;8.28E+22;4;-1;;@MartinSchulz kommt heute in meinen Wahlkreis. Und gleich geht die Sonne besonders schön auf
277;8.28E+21;4;-1;;Guten Morgen. Schönes Wochenende allen! 
278;8.28E+22;4;-1;;@NataschaKohnen gute Entscheidung, die ich sehr begrüße! Glück auf!
279;8.28E+21;4;-1;;@NataschaKohnen gute Entscheidung, die ich sehr begrüße! Glück auf!
280;8.28E+22;4;-1;;@SylviaLoehrmann @evangelisch_de @EKD @ekir_de sehr gut!
281;8.28E+22;4;-1;;Schöner Auftritt: Letzenbergstare! Tolle Stimmung auf der #KaGePrunksitzung in #Malsch! 
282;8.28E+22;4;-1;;@r4nd0md3b4t3r @walli5 so wird es geschehen. dafür mach ich wahlkampf.
283;8.28E+22;4;-1;;Rumänische Regierung muss zurückrudern, sehr gut! #romanianprotests 
284;8.28E+22;4;-1;1;Respekt und Zusammenhalt! 
285;8.28E+22;4;-1;;Dem neuen Landrat #FrankKilian habe ich eben zum Wahlerfolg telefonisch gratuliert! Feiert schön und genießt den Abend!
286;8.28E+22;4;-1;;Erst gute Umfrageergebnisse für die @spdde  und dann gewinnt noch die @Eintracht  - wunderbares Wochenende! 
287;8.28E+22;4;-1;;Wirklich schön, dass solche Bücher jetzt wieder in Mode kommen :D#SPD 
288;8.28E+22;4;-1;;Wirklich schön, dass solche Bücher jetzt wieder in Mode kommen :D#SPD 
289;8.28E+22;4;-1;;@peter_wasem also ich würde das extrem lustig finden.  Soll ich mal mitdem IM reden?
290;8.28E+22;4;-1;;Guten Morgen und schönen Wochenbeginn!
291;8.29E+22;4;-1;;Unsere Ministerpräsidentin feiert heute #Geburtstag. Herzlichen Glückwunsch und alles erdenklich Gute, liebe Malu #Dreyer! 
292;8.29E+22;4;-1;;@aniesmann @FlorianGathmann tja, es geschehen zeichen und wunder <f0><U+009F><U+0098><U+0087>
293;8.29E+22;4;-1;;Schöne Initiative! #Foodsharing statt gute Lebensmittel wegwerfen!  
294;8.29E+22;4;-1;;Alles Gute zum Geburtstag, liebe Malu #Dreyer! Danke, dass Du bist, wie Du bist: eine super Ministerpräsidentin u ein wunderbarer Mensch!<f0><U+009F><U+0098><U+008A><f0><U+009F><U+0092><U+0090><f0><U+009F><U+008E><U+0088>
295;8.29E+22;4;-1;1;Alles Gute zum Geburtstag, liebe Malu #Dreyer! Danke, dass Du bist, wie Du bist: eine super Ministerpräsidentin u ein wunderbarer Mensch!<f0><U+009F><U+0098><U+008A><f0><U+009F><U+0092><U+0090><f0><U+009F><U+008E><U+0088>
296;8.29E+22;4;-1;;Sehr gut: Merkel lehnt Obergrenze weiter ab Hoffentlich bleibt sie hart + zeigt weiter Haltung! @cducsubt @CDU_BW
297;8.29E+22;4;-1;;Unsere Ministerpräsidentin feiert heute #Geburtstag. Herzlichen Glückwunsch und alles erdenklich Gute, liebe Malu #Dreyer! 
298;8.29E+22;4;-1;;Löwe und Raute = #1Union. Schön, dass ihr da wart, liebe Kollegen von der Schwesterpartei! 
299;8.29E+22;4;-1;;@Ralf_Stegner Vorsicht, der hat die Haare auch schön! 
300;8.29E+22;4;-1;;@ArneLietz @ThomasHitschler @FESonline @JensZimmermann1 schöne Grüße aus Passau, wäre gern dabei gewesen! Gute Erkenntnisse.
301;8.29E+22;4;-1;;Happy Birthday, #EU ! Auf die nächsten 25 &amp
302;8.29E+22;4;-1;;Wir lieben Europa!Vor 25 Jahren wurde der Vertrag von Maastricht, einer der Grundsteine der heutigen EU, unterzeichnet. 
303;8.29E+22;4;-1;;Wir lieben so Vieles an #Kanada - aber #CETA gehört nicht dazu! Warum? Hier unsere Gründe gegen CETA: 
304;8.29E+21;4;-1;;#Rumänien: #Massenprotest gg Aufweichung d Antikorruptionsgesetze erfolgreich! Jetzt Rücktritt d Regierung gefordert 
305;8.29E+22;4;-1;;Wir lieben so Vieles an #Kanada - aber #CETA gehört nicht dazu! Warum? Hier unsere Gründe gegen CETA: 
306;8.29E+22;4;-1;;Danke an die #Lebenshilfe Neuwied für ihren wunderbaren diesjährigen Karnevalsorden! 3 x von Herzen Neuwied Alaaf! 
307;8.29E+22;4;-1;;#Massenhinrichtungen in #Syrien. Unbegreiflich, dass so etwas in der heutigen Zeit geschehen kann. #Krieg auf andere Weise.
308;8.29E+22;4;-1;1;@gruene_sachsen @gruene_leipzig vielen Dank für die Unterstützung! Für einen spannenden und humorvollen Wahlkampf in #Leipzig! #btw17
309;8.29E+22;4;-1;;Selten wurde europäische Verlogenheit in der Asylpolitik und hierbei Kritik an #Trump so schön als unglaubwürdig entlarvt! #dieanstalt #EU
310;8.29E+22;4;-1;;Na, die Melodie direkt im Kopf? John Williams, der Komponist der #StarWars-Filmmusik wird heute 85. Happy Birthday! 
311;8.29E+22;4;-1;;Schön war's! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BC><U+009F> #ltby #SPD #Bayern #Steinmeier #Bundesversammlung #Aures #Rinderspacher #Seehofer 
312;8.29E+22;4;-1;;@ADEL55016000 Na, diesmal saß sie drin. Die Frage ist aber, was bei vermutlich teuren Vertragsanpassungen geschehen wird. @Linksfraktion
313;8.29E+22;4;-1;;Liebe #Bundesregierung: Nur weil postfaktisch Wort des Jahres ist, müsst ihr nicht gleich so handeln! Facts zu Afg.: 
314;8.29E+22;4;-1;;Glückwunsch: Die Saalkirche Sankt Nikolai in Schwanefeld bei Oebisfelde ist die schönste in Deutschland! <U+26EA><U+FE0F> 1<U+FE0F><U+20E3> 
315;8.29E+22;4;-1;;Meine größte Freude: every Second counts! Beitrag von Australien auch super!
316;8.30E+22;4;-1;;Super! Frauen aus SH - kommt nach Lübeck! 
317;8.30E+21;4;-1;;Fest der Kulturen statt #AfD-Parteitag in #Köln! Super Vorschlag der roten Funken! 
318;8.30E+22;4;-1;;Fest der Kulturen statt #AfD-Parteitag in #Köln! Super Vorschlag der roten Funken! 
319;8.30E+22;4;-1;;Sehr gut! Bezirk Mitte hat als erster Berliner Bezirk den Entwurf von Leitlinien für #Bürgerbeteiligung erarbeitet. 
320;8.30E+22;4;-1;;An #Trump sieht man auch eines sehr schön: Was für in jeder Beziehung niveauvolle Politiker wir bei uns immer noch haben.
321;8.30E+22;4;-1;;Wow! Herzlichen Glückwunsch! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> 
322;8.30E+22;4;-1;;Der @frank_thelen ist bekennender Fan der Kanzlerin. Schön zu hören! Ich auch!  #moma #wahlmann
323;8.30E+22;4;-1;1;Sehr gut, Solidarität und Protest lohnen sich! 
324;8.30E+22;4;-1;;Schön dass ihr in #Leipzig ward! 
325;8.30E+22;4;-1;;In diesem Sinne: schönes Wochenende! 
326;8.30E+22;4;-1;;@MartinSchulz sehr gut!
327;8.30E+22;4;-1;;Wow! @HumboldtUni wandelt Kündigung gegen Andrej #Holm in Abmahnung um, weil er Falschangaben bedauert. #holmbleibt 
328;8.30E+22;4;-1;;Einer von vielen Neuen in unserer Mitte und besonders erfreulich: Genosse Trend ist wieder da <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>#jetztistschulz #WirMachenDas
329;8.30E+22;4;-1;;Pflege geht uns alle an! #100TageR2G @dilkol @spdberlin @senfin @claudiasuender 
330;8.30E+22;4;-1;1;Wow! Wir sind 2000 Menschen gegen Abschiebungen nach Afghanistan! #keinSicheresLand #Abschiebestopp 
331;8.30E+22;4;-1;;#meinPräsident trinkt auch Mal ein #Härke in #Peine <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>. Glück auf Frank-Walter Steinmeier! 
332;8.30E+21;4;-1;;@Schmidtlepp @spdberlin naja, klingt nach Ausrede und macht es nich ungeschehen
333;8.30E+22;4;-1;1;@MatthiasHauer Du hast alles gesagt. Es ist wirklich eine sehr große Ehre und ich bin sehr stolz darauf.
334;8.30E+22;4;-1;;147 grüne Wahlfrauen und Wahlmänner am Vorabend der #Bundesversammlung. Schön, hier zu sein! 
335;8.30E+22;4;-1;;Die SPD-Bundestagsfraktion am Vorabend der Bundesversammlung. @MartinSchulz lobt @Steinmeier_F_W - gute Stimmung! 
336;8.31E+22;4;-1;;#MeinPräsident - schön, dass ich dabei bin! 
337;8.31E+22;4;-1;;Eine großartige Abendveranstaltung der SPD Fraktion heute Abend. Aber besonders schön, mit meinem Schatz Michaela... 
338;8.31E+22;4;-1;;@duerbrook macht echt spaß!
339;8.31E+22;4;-1;;Gestern sehr fröhliches Zusammentreffen der sozialdemokratischen Familie aus Bund, Ländern+Kommunen sowie Freunden aus Gesellschaft+Kultur.
340;8.31E+22;4;-1;;Spott ist für Narzissten die Höchststrafe...  Zu schön! 
341;8.31E+22;4;-1;1;#meinPräsident! Ich bin so stolz! 
342;8.31E+22;4;-1;;Hübsch, liebe Bundestagsregie. Sendet folgendes Bild als Lammert mahnt: Weltoffenheit statt Abschottung #afd 
343;8.31E+22;4;-1;;Sehr schön. 
344;8.31E+22;4;-1;;Fränkische Frauen! Einfach schön! #bundesversammlung 
345;8.31E+22;4;-1;1;So ein schöner Tag! Herzlichen Glückwunsch #meinpräsident #Bundesversammlung @spd0711 
346;8.31E+22;4;-1;;@AluGerMan @BundesstadtBonn @ekir_de Super! Heute gehört Oberkassel zu Beuel, wo seit 1555 evangelische Gottesdienste gefeiert wurden
347;8.31E+22;4;-1;;16. Bundesversammlungen sind wichtig. 87. Geburtstage auch. Allen noch einen schönen Restsonntag!
348;8.31E+22;4;-1;;Zurück zu Hause - #Bundesversammlung war schön, #Neuruppin ist schöner!
349;8.31E+22;4;-1;;#MeinPräsident  Die Rede von Frank-Walter Steinmeier hat mich sehr beeindruckt! 
350;8.31E+22;4;-1;;Moin! Nach Woche im Norden und Wochenende mit Jahresempfang der SPD RD-ECK u. Bundesversammlung nun 5 Tage in Berlin. Schöne Woche allen!
351;8.31E+22;4;-1;;Bin #NorbertLammert  für seine klaren Worte sehr dankbar! 
352;8.31E+22;4;-1;1;Sehr guter Artikel von Georg Mascolo zur Arbeit des @nsaua heute in der @SZ, lesenswert! @spdbt @BayernSPD 
353;8.31E+22;4;-1;;Gefällt mir sehr gut - könnte ich meinem Mann ähnlich sagen! 
354;8.31E+22;4;-1;;@KeineAFD2017 ich bin ganz fröhlich! Bleiben Sie das auch!
355;8.31E+22;4;-1;;Wunderbar! #Schulz-Hype Der #Trump aus #Würselen: Das Faible für Pleiteprojekte, Flüge im Privatjet u.ä. 
356;8.31E+22;4;-1;;SCHÖN!!! 
357;8.31E+22;4;-1;;Die @washingtonpost macht dem neuen Buprä FW #Steinmeier ein wirklich schönes Kompliment @spdbt @spdde @BayernSPD 
358;8.31E+22;4;-1;;Die @washingtonpost macht dem neuen Buprä FW #Steinmeier ein wirklich schönes Kompliment @spdbt @spdde @BayernSPD 
359;8.31E+22;4;-1;;War schon sehr seltsam, dass nach 6 Wochen keine Anzeige erfolgt war - bin auf die Ermittlungen gespannt! 
360;8.31E+22;4;-1;;Wunderschöner morgendlicher Blick auf meinen Arbeitsplatz! 
361;8.31E+22;4;-1;;Hurra, wir leben noch! #fdp 
362;8.31E+21;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
363;8.31E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
364;8.31E+22;4;-1;;@amfalder @SvenPetke @dr_tiemann @GoetzHP @DanielSauer73 @DieEnte_BB Schönes Foto!
365;8.31E+22;4;-1;;Liebe @BriHasselmann, wichtig ist es ja, nicht sieben Monate vor der Wahl, sondern am Wahlabend richtig Grund zur Fröhlichkeit zu haben! <f0><U+009F><U+0098><U+008E><f0><U+009F><U+008D><U+00BE><f0><U+009F><U+008E><U+0089>
366;8.31E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
367;8.31E+22;4;-1;;Super für NRW: Projekt Schule ohne #Rassismus wird weitergeführt und ausgeweitet! Danke @SylviaLoehrmann!  via @wdr
368;8.32E+22;4;-1;;Eintreten und wohlfühlen! 
369;8.32E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
370;8.32E+22;4;-1;;Schöne bissige Karikatur! 
371;8.32E+22;4;-1;;Erstaunlich von der BILD eine solche Entschuldigung! 
372;8.32E+22;4;-1;;Schönen #Valentinstag! Von mir und der #SPD <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> 
373;8.32E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
374;8.32E+22;4;-1;;@Johannes_Goerz Sehr gut! Mache ich auch. #verschwendenieDeineLebenszeitundEnergieanIdioten :-)
375;8.32E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
376;8.32E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
377;8.32E+22;4;-1;;Ach, war das schön! One Billion Rising - Eine Milliarde erhebt sich - und wir mittendrin. Rathenow als ein... 
378;8.32E+22;4;-1;;Sehr guter Beitrag von Wolfgang Hübner! 
379;8.32E+22;4;-1;;Eine tolle Aktion! Danke Herr Ohlwein für die schönen Aufnahmen und die Präsentation! 
380;8.32E+22;4;-1;;Zu Recht. Das wird gut und erfolgreich bei der Landtagswahl 2018 in Niedersachsen! @althusmann 
381;8.32E+22;4;-1;;Schönen #Valentinstag! Mach Deiner oder Deinem Liebsten eine Freude und schick ihr diesen Link: ! <U+2764><U+FE0F> 
382;8.32E+22;4;-1;;Erfreulich: So ganz ohne #Programm finden die Menschen dann doch nicht so #vertrauenserweckend! @spdbt @cducsubt 
383;8.32E+22;4;-1;;SUPER, da hatte sich die @spdbt und die @spdde lange für eingesetzt - gut, dass es jetzt umgesetzt wird! 
384;8.32E+22;4;-1;;Sehr gut! @cducsubt 
385;8.32E+22;4;-1;;Sehr schön, ein Kompromiss ist da &amp
386;8.32E+22;4;-1;;Wir sind sehr froh, das #holmbleibt! Es gibt viel zu tun. #r2g 
387;8.32E+22;4;-1;;Glückwunsch liebe @KathaSchulze Lass uns gemeinsam die Erde begrünen! 
388;8.32E+22;4;-1;;Kaum ist #Schulz weg aus Brüssel, schon gibt es eine erfolgreiche Abstimmung im EU-Parlament! 
389;8.32E+22;4;-1;;<ed><U+00A0><U+00BD><ed><U+00B2><U+009A>lichen Glückwunsch, liebe @KathaSchulze, zur Wahl als Fraktionsvorsitzende der @GrueneLandtagBY! #ltby #gogreen 
390;8.32E+21;4;-1;;Sehr schöne Veranstaltung mit meiner Kollegin Kathrin Wagner-Bockey in Geesthacht. 120 Leute da - gute Diskussion.#WirMachenDas
391;8.32E+22;4;-1;;Herzlich Willkommen bei uns in der @spdde  Bundestagsfraktion liebe Angelika! 
392;8.32E+22;4;-1;;Schöne Flanke von @philipplahm und @lewy_official nickt ein! SO WICHTIG! #MiaSanMia #FCBARS 2-1 
393;8.32E+22;4;-1;;5-1! Einfach nur WOW! #FCBARS #MiaSanMia 
394;8.32E+22;4;-1;;@JSberlich @Seehofer Super! Dann wirds ne überschäumende Wechselstimmung geben
395;8.32E+22;4;-1;;@Gruene_Europa @BriHasselmann @sven_giegold na, das ist mal ein Abstimmungsergebnis der CDU, auf das man stolz sein kann!@bueti @JanAlbrecht
396;8.32E+22;4;-1;;Besuch aus der Heimat ist doch immer am schönsten! 
397;8.32E+22;4;-1;;Der Beitrag sehr gut und die Kommentare dazu sehr entlarvend! #gleichberechtigung 
398;8.32E+22;4;-1;;@eloy Aber der Reichstag ist doch ein sehr schönes Gebäude.
399;8.32E+22;4;-1;;Die Milchkampagne von @bioland_de: Leckeres Produkt und tiergerechte Haltung. Das ist bio! #Biofach 
400;8.32E+22;4;-1;;FREUDE - der Frühling scheint zu kommen! 
